Operating Airline,GEO Summary,GEO Region,Activity Type Code,Passenger Count,Year,Month
Southwest Airlines,Domestic,US,Enplaned,72029,2021,11
Southwest Airlines,Domestic,US,Thru / Transit,157,2021,11
Sun Country Airlines,Domestic,US,Deplaned,4434,2021,11
Sun Country Airlines,Domestic,US,Enplaned,4249,2021,11
Swiss International,International,Europe,Deplaned,4057,2021,11
Swiss International,International,Europe,Enplaned,2749,2021,11
"TACA International Airlines, S.A.",International,Central America,Deplaned,5300,2021,11
"TACA International Airlines, S.A.",International,Central America,Enplaned,5536,2021,11
TAP Air Portugal,International,Europe,Deplaned,2887,2021,11
TAP Air Portugal,International,Europe,Enplaned,2344,2021,11
Turkish Airlines,International,Europe,Deplaned,7147,2021,11
Turkish Airlines,International,Europe,Enplaned,6652,2021,11
United Airlines,Domestic,US,Deplaned,24345,2021,11
United Airlines,Domestic,US,Enplaned,42024,2021,11
United Airlines,Domestic,US,Deplaned,191565,2021,11
United Airlines,Domestic,US,Enplaned,198610,2021,11
United Airlines,Domestic,US,Deplaned,285164,2021,11
United Airlines,Domestic,US,Enplaned,276246,2021,11
United Airlines,Domestic,US,Thru / Transit,275,2021,11
United Airlines,International,Asia,Deplaned,19053,2021,11
United Airlines,International,Asia,Enplaned,18831,2021,11
United Airlines,International,Australia / Oceania,Deplaned,4764,2021,11
United Airlines,International,Australia / Oceania,Enplaned,4367,2021,11
United Airlines,International,Central America,Deplaned,527,2021,11
United Airlines,International,Central America,Enplaned,534,2021,11
United Airlines,International,Europe,Deplaned,16750,2021,11
United Airlines,International,Europe,Enplaned,13253,2021,11
United Airlines,International,Europe,Enplaned,95,2021,11
United Airlines,International,Mexico,Deplaned,24101,2021,11
United Airlines,International,Mexico,Enplaned,7613,2021,11
United Airlines,International,Mexico,Enplaned,423,2021,11
United Airlines,International,Mexico,Enplaned,16902,2021,11
United Airlines,International,Middle East,Deplaned,3019,2021,11
United Airlines,International,Middle East,Enplaned,2855,2021,11
Vietnam Airlines JSC,International,Asia,Deplaned,170,2021,11
Vietnam Airlines JSC,International,Asia,Enplaned,36,2021,11
Virgin Atlantic,International,Europe,Deplaned,3051,2021,11
Virgin Atlantic,International,Europe,Enplaned,1771,2021,11
WestJet Airlines,International,Canada,Deplaned,863,2021,11
WestJet Airlines,International,Canada,Enplaned,841,2021,11
"Aer Lingus, Ltd.",International,Europe,Deplaned,2733,2021,12
"Aer Lingus, Ltd.",International,Europe,Enplaned,2983,2021,12
Aeromexico,International,Mexico,Deplaned,8751,2021,12
Aeromexico,International,Mexico,Enplaned,15455,2021,12
Air Canada,International,Canada,Deplaned,13920,2021,12
Air Canada,International,Canada,Enplaned,14391,2021,12
Air France,International,Europe,Deplaned,7540,2021,12
Air France,International,Europe,Enplaned,7706,2021,12
Air India Limited,International,Asia,Deplaned,7783,2021,12
Air India Limited,International,Asia,Enplaned,6990,2021,12
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Deplaned,3040,2021,12
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Enplaned,2763,2021,12
Alaska Airlines,Domestic,US,Deplaned,125816,2021,12
Alaska Airlines,Domestic,US,Enplaned,128917,2021,12
Alaska Airlines,International,Mexico,Deplaned,11984,2021,12
Alaska Airlines,International,Mexico,Enplaned,14905,2021,12
All Nippon Airways,International,Asia,Deplaned,2647,2021,12
All Nippon Airways,International,Asia,Enplaned,2406,2021,12
American Airlines,Domestic,US,Deplaned,111687,2021,12
American Airlines,Domestic,US,Enplaned,110347,2021,12
Asiana Airlines,International,Asia,Deplaned,2098,2021,12
Asiana Airlines,International,Asia,Enplaned,2189,2021,12
British Airways,International,Europe,Deplaned,11153,2021,12
British Airways,International,Europe,Enplaned,10678,2021,12
"COPA Airlines, Inc.",International,Central America,Deplaned,5139,2021,12
"COPA Airlines, Inc.",International,Central America,Enplaned,5755,2021,12
Cathay Pacific,International,Asia,Deplaned,2215,2021,12
Cathay Pacific,International,Asia,Enplaned,854,2021,12
China Airlines,International,Asia,Deplaned,265,2021,12
China Airlines,International,Asia,Enplaned,340,2021,12
Delta Air Lines,Domestic,US,Deplaned,110239,2021,12
Delta Air Lines,Domestic,US,Enplaned,108616,2021,12
Delta Air Lines,Domestic,US,Deplaned,7306,2021,12
Delta Air Lines,Domestic,US,Enplaned,6675,2021,12
EVA Airways,International,Asia,Deplaned,684,2021,12
EVA Airways,International,Asia,Enplaned,971,2021,12
Emirates,International,Middle East,Deplaned,9932,2021,12
Emirates,International,Middle East,Enplaned,9496,2021,12
French Bee,International,Australia / Oceania,Deplaned,1170,2021,12
French Bee,International,Australia / Oceania,Enplaned,1289,2021,12
French Bee,International,Australia / Oceania,Thru / Transit,2614,2021,12
French Bee,International,Europe,Deplaned,1680,2021,12
French Bee,International,Europe,Enplaned,1355,2021,12
French Bee,International,Europe,Thru / Transit,2811,2021,12
Frontier Airlines,Domestic,US,Deplaned,24246,2021,12
Frontier Airlines,Domestic,US,Enplaned,25740,2021,12
Hawaiian Airlines,Domestic,US,Deplaned,12629,2021,12
Hawaiian Airlines,Domestic,US,Enplaned,12654,2021,12
Horizon Air,Domestic,US,Deplaned,11150,2021,12
Horizon Air,Domestic,US,Enplaned,10907,2021,12
Japan Airlines,International,Asia,Deplaned,2634,2021,12
Japan Airlines,International,Asia,Enplaned,2289,2021,12
Jazz Aviation,International,Canada,Deplaned,5549,2021,12
Jazz Aviation,International,Canada,Enplaned,5720,2021,12
JetBlue Airways,Domestic,US,Deplaned,53194,2021,12
JetBlue Airways,Domestic,US,Enplaned,51253,2021,12
JetBlue Airways,International,Mexico,Deplaned,2391,2021,12
JetBlue Airways,International,Mexico,Enplaned,2876,2021,12
KLM Royal Dutch Airlines,International,Europe,Deplaned,5617,2021,12
KLM Royal Dutch Airlines,International,Europe,Enplaned,5739,2021,12
Korean Air Lines,International,Asia,Deplaned,2152,2021,12
Korean Air Lines,International,Asia,Enplaned,2192,2021,12
Lufthansa German Airlines,International,Europe,Deplaned,11314,2021,12
Lufthansa German Airlines,International,Europe,Enplaned,11902,2021,12
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Deplaned,4914,2021,12
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Enplaned,5401,2021,12
Qatar Airways,International,Middle East,Deplaned,6900,2021,12
Qatar Airways,International,Middle East,Enplaned,7706,2021,12
SAS Airlines,International,Europe,Deplaned,2299,2021,12
SAS Airlines,International,Europe,Enplaned,2658,2021,12
Singapore Airlines,International,Asia,Deplaned,5489,2021,12
Singapore Airlines,International,Asia,Enplaned,4749,2021,12
SkyWest Airlines,Domestic,US,Deplaned,4562,2021,12
SkyWest Airlines,Domestic,US,Enplaned,4697,2021,12
SkyWest Airlines,Domestic,US,Deplaned,15085,2021,12
SkyWest Airlines,Domestic,US,Enplaned,15332,2021,12
SkyWest Airlines,Domestic,US,Deplaned,26240,2021,12
SkyWest Airlines,Domestic,US,Enplaned,37884,2021,12
SkyWest Airlines,Domestic,US,Deplaned,94420,2021,12
SkyWest Airlines,Domestic,US,Enplaned,98032,2021,12
SkyWest Airlines,International,Canada,Deplaned,3460,2021,12
SkyWest Airlines,International,Canada,Enplaned,3925,2021,12
Southwest Airlines,Domestic,US,Deplaned,70037,2021,12
Southwest Airlines,Domestic,US,Enplaned,69786,2021,12
Southwest Airlines,Domestic,US,Thru / Transit,208,2021,12
Sun Country Airlines,Domestic,US,Deplaned,5652,2021,12
Sun Country Airlines,Domestic,US,Enplaned,5484,2021,12
Swiss International,International,Europe,Deplaned,5307,2021,12
Swiss International,International,Europe,Enplaned,5161,2021,12
"TACA International Airlines, S.A.",International,Central America,Deplaned,6344,2021,12
"TACA International Airlines, S.A.",International,Central America,Enplaned,8598,2021,12
TAP Air Portugal,International,Europe,Deplaned,2387,2021,12
TAP Air Portugal,International,Europe,Enplaned,2329,2021,12
Turkish Airlines,International,Europe,Deplaned,9021,2021,12
Turkish Airlines,International,Europe,Enplaned,10475,2021,12
United Airlines,Domestic,US,Deplaned,33313,2021,12
United Airlines,Domestic,US,Enplaned,42042,2021,12
United Airlines,Domestic,US,Deplaned,173047,2021,12
United Airlines,Domestic,US,Enplaned,183106,2021,12
United Airlines,Domestic,US,Deplaned,301301,2021,12
United Airlines,Domestic,US,Enplaned,294045,2021,12
United Airlines,Domestic,US,Thru / Transit,6,2021,12
United Airlines,International,Asia,Deplaned,24018,2021,12
United Airlines,International,Asia,Enplaned,23228,2021,12
United Airlines,International,Australia / Oceania,Deplaned,7615,2021,12
United Airlines,International,Australia / Oceania,Enplaned,5497,2021,12
United Airlines,International,Central America,Deplaned,643,2021,12
United Airlines,International,Central America,Enplaned,924,2021,12
United Airlines,International,Europe,Deplaned,22231,2021,12
United Airlines,International,Europe,Enplaned,20926,2021,12
United Airlines,International,Mexico,Deplaned,24862,2021,12
United Airlines,International,Mexico,Enplaned,6445,2021,12
United Airlines,International,Mexico,Enplaned,1267,2021,12
United Airlines,International,Mexico,Enplaned,20413,2021,12
United Airlines,International,Middle East,Deplaned,2799,2021,12
United Airlines,International,Middle East,Enplaned,2883,2021,12
Vietnam Airlines JSC,International,Asia,Deplaned,299,2021,12
Vietnam Airlines JSC,International,Asia,Enplaned,854,2021,12
Virgin Atlantic,International,Europe,Deplaned,3294,2021,12
Virgin Atlantic,International,Europe,Enplaned,2742,2021,12
WestJet Airlines,International,Canada,Deplaned,1238,2021,12
WestJet Airlines,International,Canada,Enplaned,1439,2021,12
"Aer Lingus, Ltd.",International,Europe,Deplaned,1827,2022,1
"Aer Lingus, Ltd.",International,Europe,Enplaned,1431,2022,1
Aeromexico,International,Mexico,Deplaned,12696,2022,1
Aeromexico,International,Mexico,Enplaned,10394,2022,1
Air Canada,International,Canada,Deplaned,10503,2022,1
Air Canada,International,Canada,Enplaned,8754,2022,1
Air France,International,Europe,Deplaned,5884,2022,1
Air France,International,Europe,Enplaned,4717,2022,1
Air India Limited,International,Asia,Deplaned,7253,2022,1
Air India Limited,International,Asia,Enplaned,6777,2022,1
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Deplaned,1718,2022,1
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Enplaned,1869,2022,1
Alaska Airlines,Domestic,US,Deplaned,78920,2022,1
Alaska Airlines,Domestic,US,Enplaned,76958,2022,1
Alaska Airlines,International,Mexico,Deplaned,11256,2022,1
Alaska Airlines,International,Mexico,Enplaned,9302,2022,1
All Nippon Airways,International,Asia,Deplaned,2635,2022,1
All Nippon Airways,International,Asia,Enplaned,1817,2022,1
American Airlines,Domestic,US,Deplaned,79296,2022,1
American Airlines,Domestic,US,Enplaned,73998,2022,1
Asiana Airlines,International,Asia,Deplaned,1608,2022,1
Asiana Airlines,International,Asia,Enplaned,2096,2022,1
British Airways,International,Europe,Deplaned,7867,2022,1
British Airways,International,Europe,Enplaned,7304,2022,1
"COPA Airlines, Inc.",International,Central America,Deplaned,5328,2022,1
"COPA Airlines, Inc.",International,Central America,Enplaned,4783,2022,1
Cathay Pacific,International,Asia,Deplaned,170,2022,1
Cathay Pacific,International,Asia,Enplaned,2,2022,1
China Airlines,International,Asia,Deplaned,403,2022,1
China Airlines,International,Asia,Enplaned,485,2022,1
Delta Air Lines,Domestic,US,Deplaned,73470,2022,1
Delta Air Lines,Domestic,US,Enplaned,70069,2022,1
Delta Air Lines,Domestic,US,Deplaned,4526,2022,1
Delta Air Lines,Domestic,US,Enplaned,4763,2022,1
EVA Airways,International,Asia,Deplaned,873,2022,1
EVA Airways,International,Asia,Enplaned,1134,2022,1
Emirates,International,Middle East,Deplaned,7779,2022,1
Emirates,International,Middle East,Enplaned,5538,2022,1
French Bee,International,Australia / Oceania,Deplaned,891,2022,1
French Bee,International,Australia / Oceania,Enplaned,797,2022,1
French Bee,International,Australia / Oceania,Thru / Transit,2018,2022,1
French Bee,International,Europe,Deplaned,1307,2022,1
French Bee,International,Europe,Enplaned,1380,2022,1
French Bee,International,Europe,Thru / Transit,2440,2022,1
Frontier Airlines,Domestic,US,Deplaned,16344,2022,1
Frontier Airlines,Domestic,US,Enplaned,15766,2022,1
Hawaiian Airlines,Domestic,US,Deplaned,12523,2022,1
Hawaiian Airlines,Domestic,US,Enplaned,11135,2022,1
Horizon Air,Domestic,US,Deplaned,3509,2022,1
Horizon Air,Domestic,US,Enplaned,4033,2022,1
Japan Airlines,International,Asia,Deplaned,2523,2022,1
Japan Airlines,International,Asia,Enplaned,1593,2022,1
Jazz Aviation,International,Canada,Deplaned,3494,2022,1
Jazz Aviation,International,Canada,Enplaned,2583,2022,1
JetBlue Airways,Domestic,US,Deplaned,31532,2022,1
JetBlue Airways,Domestic,US,Enplaned,31216,2022,1
JetBlue Airways,International,Mexico,Deplaned,1996,2022,1
JetBlue Airways,International,Mexico,Enplaned,1281,2022,1
KLM Royal Dutch Airlines,International,Europe,Deplaned,5581,2022,1
KLM Royal Dutch Airlines,International,Europe,Enplaned,4395,2022,1
Korean Air Lines,International,Asia,Deplaned,2179,2022,1
Korean Air Lines,International,Asia,Enplaned,1857,2022,1
Lufthansa German Airlines,International,Europe,Deplaned,10187,2022,1
Lufthansa German Airlines,International,Europe,Enplaned,7569,2022,1
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Deplaned,3741,2022,1
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Enplaned,5749,2022,1
Qatar Airways,International,Middle East,Deplaned,8485,2022,1
Qatar Airways,International,Middle East,Enplaned,7052,2022,1
SAS Airlines,International,Europe,Deplaned,2090,2022,1
SAS Airlines,International,Europe,Enplaned,1806,2022,1
Singapore Airlines,International,Asia,Deplaned,4219,2022,1
Singapore Airlines,International,Asia,Enplaned,4748,2022,1
SkyWest Airlines,Domestic,US,Deplaned,3891,2022,1
SkyWest Airlines,Domestic,US,Enplaned,3765,2022,1
SkyWest Airlines,Domestic,US,Deplaned,13990,2022,1
SkyWest Airlines,Domestic,US,Enplaned,13616,2022,1
SkyWest Airlines,Domestic,US,Deplaned,45765,2022,1
SkyWest Airlines,Domestic,US,Enplaned,43259,2022,1
SkyWest Airlines,Domestic,US,Deplaned,89891,2022,1
SkyWest Airlines,Domestic,US,Enplaned,89145,2022,1
SkyWest Airlines,International,Canada,Deplaned,2142,2022,1
SkyWest Airlines,International,Canada,Enplaned,2124,2022,1
Southwest Airlines,Domestic,US,Deplaned,46550,2022,1
Southwest Airlines,Domestic,US,Enplaned,41581,2022,1
Southwest Airlines,Domestic,US,Thru / Transit,176,2022,1
Sun Country Airlines,Domestic,US,Deplaned,1389,2022,1
Sun Country Airlines,Domestic,US,Enplaned,1202,2022,1
Swiss International,International,Europe,Deplaned,4374,2022,1
Swiss International,International,Europe,Enplaned,3293,2022,1
"TACA International Airlines, S.A.",International,Central America,Deplaned,8014,2022,1
"TACA International Airlines, S.A.",International,Central America,Enplaned,6563,2022,1
TAP Air Portugal,International,Europe,Deplaned,2339,2022,1
TAP Air Portugal,International,Europe,Enplaned,1620,2022,1
Turkish Airlines,International,Europe,Deplaned,9107,2022,1
Turkish Airlines,International,Europe,Enplaned,6590,2022,1
United Airlines,Domestic,US,Deplaned,20757,2022,1
United Airlines,Domestic,US,Enplaned,21677,2022,1
United Airlines,Domestic,US,Deplaned,104281,2022,1
United Airlines,Domestic,US,Enplaned,100933,2022,1
United Airlines,Domestic,US,Deplaned,234877,2022,1
United Airlines,Domestic,US,Enplaned,213161,2022,1
United Airlines,Domestic,US,Thru / Transit,494,2022,1
United Airlines,International,Asia,Deplaned,24263,2022,1
United Airlines,International,Asia,Enplaned,19189,2022,1
United Airlines,International,Australia / Oceania,Deplaned,5107,2022,1
United Airlines,International,Australia / Oceania,Enplaned,5900,2022,1
United Airlines,International,Central America,Deplaned,843,2022,1
United Airlines,International,Central America,Enplaned,550,2022,1
United Airlines,International,Europe,Deplaned,13246,2022,1
United Airlines,International,Europe,Enplaned,12216,2022,1
United Airlines,International,Mexico,Deplaned,19853,2022,1
United Airlines,International,Mexico,Enplaned,8720,2022,1
United Airlines,International,Mexico,Enplaned,415,2022,1
United Airlines,International,Mexico,Enplaned,7281,2022,1
United Airlines,International,Middle East,Deplaned,2031,2022,1
United Airlines,International,Middle East,Enplaned,1835,2022,1
Vietnam Airlines JSC,International,Asia,Deplaned,401,2022,1
Vietnam Airlines JSC,International,Asia,Enplaned,1998,2022,1
Virgin Atlantic,International,Europe,Deplaned,3315,2022,1
Virgin Atlantic,International,Europe,Enplaned,2923,2022,1
WestJet Airlines,International,Canada,Deplaned,904,2022,1
WestJet Airlines,International,Canada,Enplaned,790,2022,1
"Aer Lingus, Ltd.",International,Europe,Deplaned,420,2022,2
"Aer Lingus, Ltd.",International,Europe,Enplaned,341,2022,2
Aeromexico,International,Mexico,Deplaned,9349,2022,2
Aeromexico,International,Mexico,Enplaned,9321,2022,2
Air Canada,International,Canada,Deplaned,10763,2022,2
Air Canada,International,Canada,Enplaned,10320,2022,2
Air France,International,Europe,Deplaned,5434,2022,2
Air France,International,Europe,Enplaned,4483,2022,2
Air India Limited,International,Asia,Deplaned,7171,2022,2
Air India Limited,International,Asia,Enplaned,7329,2022,2
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Deplaned,860,2022,2
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Enplaned,866,2022,2
Alaska Airlines,Domestic,US,Deplaned,99693,2022,2
Alaska Airlines,Domestic,US,Enplaned,102442,2022,2
Alaska Airlines,International,Mexico,Deplaned,11169,2022,2
Alaska Airlines,International,Mexico,Enplaned,11720,2022,2
All Nippon Airways,International,Asia,Deplaned,1639,2022,2
All Nippon Airways,International,Asia,Enplaned,1186,2022,2
American Airlines,Domestic,US,Deplaned,83790,2022,2
American Airlines,Domestic,US,Enplaned,82521,2022,2
Asiana Airlines,International,Asia,Deplaned,948,2022,2
Asiana Airlines,International,Asia,Enplaned,1453,2022,2
British Airways,International,Europe,Deplaned,6122,2022,2
British Airways,International,Europe,Enplaned,6140,2022,2
"COPA Airlines, Inc.",International,Central America,Deplaned,3673,2022,2
"COPA Airlines, Inc.",International,Central America,Enplaned,3576,2022,2
Cathay Pacific,International,Asia,Deplaned,699,2022,2
China Airlines,International,Asia,Deplaned,228,2022,2
China Airlines,International,Asia,Enplaned,417,2022,2
Delta Air Lines,Domestic,US,Deplaned,78117,2022,2
Delta Air Lines,Domestic,US,Enplaned,74705,2022,2
Delta Air Lines,Domestic,US,Deplaned,4890,2022,2
Delta Air Lines,Domestic,US,Enplaned,5324,2022,2
EVA Airways,International,Asia,Deplaned,882,2022,2
EVA Airways,International,Asia,Enplaned,909,2022,2
Emirates,International,Middle East,Deplaned,7274,2022,2
Emirates,International,Middle East,Enplaned,6457,2022,2
French Bee,International,Australia / Oceania,Deplaned,491,2022,2
French Bee,International,Australia / Oceania,Enplaned,478,2022,2
French Bee,International,Australia / Oceania,Thru / Transit,1290,2022,2
French Bee,International,Europe,Deplaned,1090,2022,2
French Bee,International,Europe,Enplaned,1079,2022,2
French Bee,International,Europe,Thru / Transit,1528,2022,2
Frontier Airlines,Domestic,US,Deplaned,15291,2022,2
Frontier Airlines,Domestic,US,Enplaned,15561,2022,2
Hawaiian Airlines,Domestic,US,Deplaned,10391,2022,2
Hawaiian Airlines,Domestic,US,Enplaned,10635,2022,2
Horizon Air,Domestic,US,Deplaned,6236,2022,2
Horizon Air,Domestic,US,Enplaned,6379,2022,2
Japan Airlines,International,Asia,Deplaned,1832,2022,2
Japan Airlines,International,Asia,Enplaned,1607,2022,2
Jazz Aviation,International,Canada,Deplaned,3199,2022,2
Jazz Aviation,International,Canada,Enplaned,2726,2022,2
JetBlue Airways,Domestic,US,Deplaned,34460,2022,2
JetBlue Airways,Domestic,US,Enplaned,34360,2022,2
JetBlue Airways,International,Mexico,Deplaned,1689,2022,2
JetBlue Airways,International,Mexico,Enplaned,1928,2022,2
KLM Royal Dutch Airlines,International,Europe,Deplaned,3568,2022,2
KLM Royal Dutch Airlines,International,Europe,Enplaned,3000,2022,2
Korean Air Lines,International,Asia,Deplaned,1150,2022,2
Korean Air Lines,International,Asia,Enplaned,1413,2022,2
Lufthansa German Airlines,International,Europe,Deplaned,7046,2022,2
Lufthansa German Airlines,International,Europe,Enplaned,6170,2022,2
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Deplaned,5192,2022,2
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Enplaned,6973,2022,2
Qatar Airways,International,Middle East,Deplaned,7422,2022,2
Qatar Airways,International,Middle East,Enplaned,7038,2022,2
SAS Airlines,International,Europe,Deplaned,1052,2022,2
SAS Airlines,International,Europe,Enplaned,917,2022,2
Singapore Airlines,International,Asia,Deplaned,2109,2022,2
Singapore Airlines,International,Asia,Enplaned,2639,2022,2
SkyWest Airlines,Domestic,US,Deplaned,3246,2022,2
SkyWest Airlines,Domestic,US,Enplaned,3274,2022,2
SkyWest Airlines,Domestic,US,Deplaned,16435,2022,2
SkyWest Airlines,Domestic,US,Enplaned,16413,2022,2
SkyWest Airlines,Domestic,US,Deplaned,43719,2022,2
SkyWest Airlines,Domestic,US,Enplaned,43582,2022,2
SkyWest Airlines,Domestic,US,Deplaned,100534,2022,2
SkyWest Airlines,Domestic,US,Enplaned,101004,2022,2
SkyWest Airlines,International,Canada,Deplaned,2595,2022,2
SkyWest Airlines,International,Canada,Enplaned,2819,2022,2
Southwest Airlines,Domestic,US,Deplaned,51841,2022,2
Southwest Airlines,Domestic,US,Enplaned,50046,2022,2
Southwest Airlines,Domestic,US,Thru / Transit,131,2022,2
Swiss International,International,Europe,Deplaned,2734,2022,2
Swiss International,International,Europe,Enplaned,2406,2022,2
Swissport USA,Domestic,US,Enplaned,41,2022,2
"TACA International Airlines, S.A.",International,Central America,Deplaned,5300,2022,2
"TACA International Airlines, S.A.",International,Central America,Enplaned,5163,2022,2
TAP Air Portugal,International,Europe,Deplaned,1471,2022,2
TAP Air Portugal,International,Europe,Enplaned,1568,2022,2
Turkish Airlines,International,Europe,Deplaned,5309,2022,2
Turkish Airlines,International,Europe,Enplaned,5215,2022,2
United Airlines,Domestic,US,Deplaned,26306,2022,2
United Airlines,Domestic,US,Enplaned,19504,2022,2
United Airlines,Domestic,US,Deplaned,107474,2022,2
United Airlines,Domestic,US,Enplaned,108595,2022,2
United Airlines,Domestic,US,Deplaned,267358,2022,2
United Airlines,Domestic,US,Enplaned,274473,2022,2
United Airlines,Domestic,US,Thru / Transit,233,2022,2
United Airlines,International,Asia,Deplaned,18631,2022,2
United Airlines,International,Asia,Enplaned,17035,2022,2
United Airlines,International,Australia / Oceania,Deplaned,4567,2022,2
United Airlines,International,Australia / Oceania,Enplaned,5053,2022,2
United Airlines,International,Central America,Deplaned,577,2022,2
United Airlines,International,Central America,Enplaned,533,2022,2
United Airlines,International,Europe,Deplaned,10519,2022,2
United Airlines,International,Europe,Enplaned,10270,2022,2
United Airlines,International,Mexico,Deplaned,16943,2022,2
United Airlines,International,Mexico,Enplaned,13514,2022,2
United Airlines,International,Mexico,Enplaned,438,2022,2
United Airlines,International,Mexico,Enplaned,4016,2022,2
United Airlines,International,Middle East,Deplaned,2301,2022,2
United Airlines,International,Middle East,Enplaned,2399,2022,2
Vietnam Airlines JSC,International,Asia,Deplaned,564,2022,2
Vietnam Airlines JSC,International,Asia,Enplaned,2569,2022,2
Virgin Atlantic,International,Europe,Deplaned,2523,2022,2
Virgin Atlantic,International,Europe,Enplaned,2248,2022,2
WestJet Airlines,International,Canada,Deplaned,856,2022,2
WestJet Airlines,International,Canada,Enplaned,1167,2022,2
"Aer Lingus, Ltd.",International,Europe,Deplaned,3359,2022,3
"Aer Lingus, Ltd.",International,Europe,Enplaned,3437,2022,3
Aeromexico,International,Mexico,Deplaned,12064,2022,3
Aeromexico,International,Mexico,Enplaned,12074,2022,3
Air Canada,International,Canada,Deplaned,18768,2022,3
Air Canada,International,Canada,Enplaned,19327,2022,3
Air France,International,Europe,Deplaned,7297,2022,3
Air France,International,Europe,Enplaned,7931,2022,3
Air India Limited,International,Asia,Deplaned,9359,2022,3
Air India Limited,International,Asia,Enplaned,8458,2022,3
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Deplaned,1449,2022,3
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Enplaned,1245,2022,3
Alaska Airlines,Domestic,US,Deplaned,131323,2022,3
Alaska Airlines,Domestic,US,Enplaned,141048,2022,3
Alaska Airlines,International,Mexico,Deplaned,14061,2022,3
Alaska Airlines,International,Mexico,Enplaned,14051,2022,3
All Nippon Airways,International,Asia,Deplaned,2630,2022,3
All Nippon Airways,International,Asia,Enplaned,2603,2022,3
American Airlines,Domestic,US,Deplaned,116648,2022,3
American Airlines,Domestic,US,Enplaned,116377,2022,3
Asiana Airlines,International,Asia,Deplaned,1247,2022,3
Asiana Airlines,International,Asia,Enplaned,1545,2022,3
British Airways,International,Europe,Deplaned,12133,2022,3
British Airways,International,Europe,Enplaned,11193,2022,3
"COPA Airlines, Inc.",International,Central America,Deplaned,4614,2022,3
"COPA Airlines, Inc.",International,Central America,Enplaned,4880,2022,3
Cathay Pacific,International,Asia,Deplaned,502,2022,3
China Airlines,International,Asia,Deplaned,433,2022,3
China Airlines,International,Asia,Enplaned,630,2022,3
Delta Air Lines,Domestic,US,Deplaned,111725,2022,3
Delta Air Lines,Domestic,US,Enplaned,112240,2022,3
Delta Air Lines,Domestic,US,Deplaned,6591,2022,3
Delta Air Lines,Domestic,US,Enplaned,6391,2022,3
EVA Airways,International,Asia,Deplaned,1204,2022,3
EVA Airways,International,Asia,Enplaned,1247,2022,3
Emirates,International,Middle East,Deplaned,10370,2022,3
Emirates,International,Middle East,Enplaned,9298,2022,3
French Bee,International,Australia / Oceania,Deplaned,674,2022,3
French Bee,International,Australia / Oceania,Enplaned,851,2022,3
French Bee,International,Australia / Oceania,Thru / Transit,1627,2022,3
French Bee,International,Europe,Deplaned,1552,2022,3
French Bee,International,Europe,Enplaned,1717,2022,3
French Bee,International,Europe,Thru / Transit,1804,2022,3
Frontier Airlines,Domestic,US,Deplaned,15321,2022,3
Frontier Airlines,Domestic,US,Enplaned,16546,2022,3
Hawaiian Airlines,Domestic,US,Deplaned,11767,2022,3
Hawaiian Airlines,Domestic,US,Enplaned,12288,2022,3
Horizon Air,Domestic,US,Deplaned,9224,2022,3
Horizon Air,Domestic,US,Enplaned,9216,2022,3
Iberia,International,Europe,Deplaned,389,2022,3
Iberia,International,Europe,Enplaned,332,2022,3
Japan Airlines,International,Asia,Deplaned,2816,2022,3
Japan Airlines,International,Asia,Enplaned,2512,2022,3
Jazz Aviation,International,Canada,Deplaned,4292,2022,3
Jazz Aviation,International,Canada,Enplaned,3889,2022,3
JetBlue Airways,Domestic,US,Deplaned,45362,2022,3
JetBlue Airways,Domestic,US,Enplaned,47900,2022,3
JetBlue Airways,International,Mexico,Deplaned,3068,2022,3
JetBlue Airways,International,Mexico,Enplaned,3540,2022,3
KLM Royal Dutch Airlines,International,Europe,Deplaned,6235,2022,3
KLM Royal Dutch Airlines,International,Europe,Enplaned,6320,2022,3
Korean Air Lines,International,Asia,Deplaned,1809,2022,3
Korean Air Lines,International,Asia,Enplaned,1854,2022,3
Lufthansa German Airlines,International,Europe,Deplaned,11202,2022,3
Lufthansa German Airlines,International,Europe,Enplaned,11290,2022,3
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Deplaned,7344,2022,3
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Enplaned,9349,2022,3
Qatar Airways,International,Middle East,Deplaned,8902,2022,3
Qatar Airways,International,Middle East,Enplaned,8646,2022,3
